"","Week.x","Year.x","mean_t","mean_vpd","mean_swc","mean_gpp","mean_ET","mean_NEE","mean_ppfd","mean_SWP","mean_PP","mean_DF","mean_3sap","N.x","se_t","se_vpd","se_GPP","se_swc","se_ET","se_SWP","se_PP","se_DF","se_3sap","se_ppfd","yearweek","Week.y","Year.y","thermal_mean","thermal_sd","tdiff_daf_16m","tdiff_daf_8m","N.y","se_tdiff_daf_16m","se_tdiff_daf_8m","se_CANOPY_TEMP"
"11","24","2023",14.7357257142857,1.40993679048571,6.22507936507936,9.53841557745714,4.42608266676371e-05,-6.8033299103696,1315.49508571429,4.47266879942857,1.24217190742857,3.52925261142857,3.08136443942857,175,0.265586775149161,0.304060089130792,0.270590200970681,0.00538242495292706,3.0801159581064e-06,0.168666898556574,0.0530417043377263,0.119958370466642,0.11184830632677,43.9476699251288,"2023_24","24","2023",15.8148446726717,3.19362914737842,1.78940989006301,1.47769249875866,46,0.183893901528962,0.196512821036307,0.470874928722771
"12","25","2022",17.2362285714286,1.01545502708247,4.81707936507937,7.51291337092971,3.86907783496745e-05,-4.91765781509949,866.785885714286,0.414657975428571,0.126340853885714,0.740336133714286,0.427111654342857,175,0.201763108006115,0.292951548910312,0.312167039025099,0.00225438193715743,2.93378724411772e-06,0.0261410986900329,0.00804367779953481,0.0675736567715236,0.0281092522121528,46.5631666455402,"2022_25","25","2022",17.581017981675,3.67125795682081,0.532062757794428,0.473107533913831,67,0.266546278710151,0.251663637482523,0.448515544673463
"13","25","2023",18.0998857142857,1.78499106637143,5.99034920634921,8.54995122947543,3.55095755756222e-05,-5.97924949777903,1261.73302857143,4.28837880571429,1.04288525828571,3.09698479428571,2.80941628609524,175,0.196247405740588,0.272812398727638,0.283022869256041,0.0053599867440506,1.35312930603453e-06,0.154032665483709,0.0449693012914772,0.10330211760384,0.0991446890098847,44.4495409646006,"2023_25","25","2023",19.307367255324,2.13124295489691,1.50570058865733,1.18503392199066,60,0.133958330852861,0.14201039300603,0.275142282367921
"14","26","2022",16.3546285714286,0.701674454138534,7.892,7.02138839114914,6.36361755273469e-05,-4.45699221581423,712.011771428571,2.026589376,0.627187874285714,1.57909065314286,1.41095596780952,175,0.176685386515457,0.306806328776777,0.359480720855059,0.159652099009939,4.08919517756352e-06,0.168868752223277,0.0524537225774522,0.117695145005512,0.112124136278971,35.3119650655855,"2022_26","26","2022",17.6097752587069,2.52723764406637,0.357311490590962,0.656441925373571,69,0.197120027689176,0.205356297694902,0.304243659731399
"15","26","2023",21.2824,2.07283308933257,5.76584126984127,7.19123132400914,4.1335363895109e-05,-4.36233778580949,1286.75017142857,3.55174835428571,0.811421896,2.41487320571429,2.25934781866667,175,0.229486997817932,0.407473649969343,0.234663263494802,0.00603262172077964,1.91509206246921e-06,0.139006434791308,0.0360941838671979,0.0815094096076492,0.0839520316963753,44.1254347253112,"2023_26","26","2023",22.2458597846116,2.54578278873359,0.987826997726398,0.808318801005087,61,0.148005425756244,0.140806506711569,0.325954085256316
"16","27","2022",18.4784,1.20993666203126,8.66126984126984,8.46272795516628,6.66943686239107e-05,-5.89352319583463,1068.59348571429,5.14996858857143,1.67936673257143,4.04264133142857,3.62399221752381,175,0.23676188227803,0.491049498537675,0.34785827512401,0.0643435064501314,3.68990238482435e-06,0.197727478598964,0.0768742873846117,0.158412635244283,0.142988701561117,48.5072184223444,"2022_27","27","2022",19.2555966093076,3.76628780590711,0.419596609307604,0.410596609307604,60,0.220502287251497,0.208313539000381,0.486225664976744
"17","27","2023",23.0800571428571,2.27893920054286,5.55853968253968,6.54548718478971,3.98057435997192e-05,-3.39006908314669,1273.46891428571,2.90714074857143,0.498163859428571,1.90676096,1.77068852266667,175,0.209430292938442,0.374996418502796,0.228665847070521,0.00416488845731735,2.12355668003948e-06,0.124418883940842,0.0233044347319638,0.0641494688390909,0.0694578023576054,44.0257390885013,"2023_27","27","2023",23.3549811502561,2.34145526719103,0.748314483589392,0.53640972168463,63,0.140196073199387,0.144525086928722,0.294995635379512
"18","28","2022",21.7390285714286,1.67616483344057,6.71263492063492,5.61740819236406,7.80908130869811e-05,-2.89756912313269,1052.47485714286,4.26958349142857,1.49951574857143,3.51901899428571,3.09603941142857,175,0.188769042894334,0.340033079968199,0.263999570889302,0.0171136567378116,4.45551336228635e-06,0.159531999765973,0.0578584192723945,0.119652911790607,0.110971530283774,47.4769569659276,"2022_28","28","2022",22.1106904925055,3.3518589736398,0.172783515761318,0.345574213435737,43,0.263981908768291,0.256007577374114,0.511153701436581
"19","28","2023",21.2905714285714,1.46134626856914,5.39326984126984,7.12806555400349,4.68967205168125e-05,-4.842587604648,811.9864,2.03204512,0.324819552571429,1.15896916171429,1.17194461142857,175,0.213628219544574,0.387037288026318,0.279702218863599,0.00269530499217595,3.03776978068602e-06,0.0974574983949007,0.0182728567669893,0.0538541441284525,0.0557260739009732,36.7920935794412,"2023_28","28","2023",22.4523192279216,2.61896486221589,0.170677436876794,0.426050571205152,67,0.146166710619804,0.155648123752162,0.319957482005603
"20","29","2022",21.6373714285714,1.41960657066663,6.05098412698413,5.711593616288,6.39877989275706e-05,-2.6762710707916,970.393142857143,2.37529268571429,0.817552360571429,1.77090692,1.6545839887619,175,0.204306797125378,0.325824120214104,0.299682462863405,0.0175912004146174,4.11224027956544e-06,0.124667622540242,0.0436167896708172,0.0890697185521664,0.0850767941251663,48.4505564848368,"2022_29","29","2022",21.7145013111848,3.04778005902243,0.13907273975625,0.339501311184821,70,0.180949736779504,0.183547089347486,0.364279392150248
"21","29","2023",23.8250285714286,2.06670284936971,6.12838095238095,4.525608994964,6.49176410625123e-05,-1.01336433475777,1018.85038285714,3.04460497714286,0.536100757714286,1.64507943371429,1.74192838952381,175,0.230082342285891,0.452157811401997,0.23264881698461,0.0414892951247471,3.63214990097582e-06,0.156398890751443,0.0301019652822192,0.0817392002400451,0.0881456025106937,47.9808669174275,"2023_29","29","2023",24.6123769486278,2.67366408541979,-0.0328404426765389,0.425637818193026,46,0.1626712194434,0.171586592525021,0.394210262855388
"22","30","2022",15.5820571428571,0.347957740957263,10.0201904761905,5.623512000782,5.70681209210799e-05,-4.12737155788057,570.715497142857,1.09669922514286,0.385309709828571,0.858948527428571,0.780319154133333,175,0.186436204739637,0.335068476794719,0.411070676169814,0.244472209437844,4.72965614227164e-06,0.133051962460349,0.0461142192858989,0.0835878854224861,0.0864635811105082,41.4543166859303,"2022_30","30","2022",18.6058906190623,2.99059595830693,0.289368879931911,0.414586271236259,23,0.320658564976074,0.321208405232778,0.623582363927825
"23","30","2023",23.0837714285714,1.87891158435257,7.02653968253968,5.05360061679343,7.61036176992158e-05,-2.02514410958406,962.911428571429,4.65155720457143,1.04808063714286,2.66328217085714,2.78764000419048,175,0.197286777575553,0.325443474209036,0.264954925787945,0.0687127946065777,4.71624134370337e-06,0.199266372778113,0.0536484190633556,0.126914523742582,0.125155258892197,43.6475915511368,"2023_30","30","2023",24.2644111708071,2.48817306531554,-0.0804668779734342,0.295142878124127,41,0.222545447306019,0.238434163748662,0.388587347840233
"24","31","2022",17.2149714285714,0.498501354454478,15.4174603174603,5.87434694477429,8.66758359407234e-05,-4.31041204454093,745.401571428571,4.19366828857143,1.42371901657143,3.18856429142857,2.93531719885714,175,0.153310590323451,0.243816485789553,0.377090015108947,0.0785634170170364,5.92817814510253e-06,0.221906743116473,0.0930478542380458,0.1608349796225,0.156498681653675,41.7538248406373,"2022_31","31","2022",17.915721080422,2.74912109214622,-0.471501141800245,0.112665524866422,36,0.249775189970539,0.26851191249168,0.458186848691037
"25","31","2023",21.5316,1.736914986888,6.03015873015873,7.68416482483669,5.90540932235376e-05,-4.92386062182526,1090.26668571429,2.73647409257143,0.660135756,1.555386044,1.65066529752381,175,0.22759617335992,0.459349384418703,0.337304359857111,0.0172889033212728,4.18295117538038e-06,0.141432237541627,0.0377601245626826,0.0834826781774037,0.0869832090826752,46.2083406581563,"2023_31","31","2023",22.4702123602418,2.76502271540249,0.615705317988309,0.726409543340421,71,0.156597034489227,0.142315304976775,0.328147824312904
"26","32","2022",17.1379428571429,0.639100260512584,17.3547936507936,6.75356823524537,7.64770379352688e-05,-5.12040056988114,709.206862857143,4.60433820514286,1.89962086514286,3.58437332,3.36277746342857,175,0.161643108614363,0.255997069181526,0.430330626608688,0.147871341160595,5.42688334160219e-06,0.242789522589838,0.110005185180497,0.182993045653977,0.176446995305327,43.9798288300752,"2022_32","32","2022",18.694896610328,2.0846467244713,-1.04125723582588,-0.198949543518192,13,0.357438163602897,0.414354402708103,0.578176973562257
"27","32","2023",19.0115428571429,1.017102588128,5.56507936507936,8.06615479666457,4.8767959794132e-05,-5.15276840378297,895.210714285714,1.361357968,0.221157770285714,0.597376086285714,0.726630608190476,175,0.265791360045487,0.488268350796823,0.403965469214257,0.00867453377547237,4.26196897653838e-06,0.0961991206778994,0.019994190963299,0.0446185685109239,0.0520851166726108,47.9938600032896,"2023_32","32","2023",21.3565716971434,2.74303788770381,0.436571697143446,0.669004129575878,37,0.204411551055774,0.205499159154958,0.450952650878733
"28","33","2022",16.4770285714286,0.414071590576091,17.6878095238095,6.71367558012446,7.09750984003651e-05,-4.77280894576669,645.318017142857,3.46985404228571,1.19906489085714,2.74662222285714,2.471847052,175,0.168181313416505,0.267881584724556,0.418576014124135,0.0640906984107949,4.49838799679875e-06,0.231879265961369,0.0984476474999493,0.17371119826265,0.165879371162903,38.7781393917985,"2022_33","33","2022",17.6391336896491,2.40933674488497,-0.0060387241440448,0.513616448269748,29,0.353032886578906,0.33906444625303,0.447402601623813
"29","33","2023",18.8289142857143,1.16888730963543,6.23834920634921,7.52777316497143,5.51664849906297e-05,-4.54382699628583,681.609291428571,3.268358424,0.675253675428571,1.84302505314286,1.92887905085714,175,0.187108855833987,0.282822581613251,0.316844871455619,0.0227438626958489,4.84146946652743e-06,0.153897446389141,0.0377254878046319,0.098448029501158,0.0954744324112546,39.6631265673928,"2023_33","33","2023",19.1417616332486,2.19359669325436,-0.164100435716905,0.0915892194555086,58,0.160997565528302,0.146465385977917,0.288033356924113
"30","34","2022",15.6692,0.210767117812406,17.8589206349206,4.76205492640589,7.50888691794659e-05,-3.02942530252229,644.545422857143,2.69279663828571,1.07111531954286,2.01336701828571,1.92575965870476,175,0.148058090938261,0.200883664659981,0.404506454650597,0.137199245436897,5.52683893854147e-06,0.208574644421144,0.0836996026757306,0.148526025274821,0.144759464749767,38.5301051867501,"2022_34","34","2022",16.9399175343749,2.56804259550478,0.252953248660632,0.753131820089203,56,0.229293667253472,0.241563525001864,0.343169126679306
"31","34","2023",17.4844571428571,0.829868010517297,6.26666666666667,7.59708722242474,5.89462682842823e-05,-4.86960775947163,661.470902857143,2.73771252628571,0.636723331428571,1.51970612914286,1.63138066228571,175,0.16674934469125,0.262573149113937,0.36472866930774,0.0535420564536005,4.33053506629516e-06,0.16192895640336,0.0413899820334683,0.102713829974975,0.100443207319503,36.329614910619,"2023_34","34","2023",18.8127600811999,2.37891054371831,-0.148906585466738,0.560676747866596,24,0.219880175147783,0.201080013807438,0.485593081319729
"32","35","2022",17.2727160493827,0.513881783229605,14.9415238095238,6.53378558689257,6.94163587653076e-05,-4.59868917062029,700.481518518519,6.09713963028571,2.66667013542857,4.45492217542857,4.40624398038095,175,0.142686269854315,0.297853824290855,0.420356557360726,0.0665313322132846,4.33387566321865e-06,0.27830380426676,0.126907188839533,0.208658378323888,0.201177197942062,35.6131303007896,"2022_35","35","2022",17.6719659980484,2.87911925209272,-0.6912482876659,0.151608855191243,28,0.327923271855336,0.337413925523712,0.544102395423973
"33","35","2023",19.1782285714286,1.14753417845107,8.35320634920635,6.23300028521023,6.80730368043978e-05,-3.62730760820142,735.652822857143,4.34636335314286,1.01636793371429,2.88063358228571,2.74778828971429,175,0.28982406479431,0.479826541542262,0.363609136236112,0.149726140526015,4.25718657860441e-06,0.220880185229256,0.0581307990074545,0.149896302268125,0.141266406745149,39.278746929388,"2023_35","35","2023",21.6812251362988,3.18213714932521,0.21758877266243,0.80758877266243,33,0.298460632219748,0.215793573434292,0.553938975884079
"34","36","2022",16.6088372093023,0.903677639884186,12.0179251074279,9.34983339707293,5.86725063542322e-05,-7.41870802873425,806.02623255814,6.53792709668508,3.01415912707182,4.98042246519337,4.84416956298343,181,0.140218963704,0.271964086516227,0.434943481540523,0.0643960257421769,3.56660475366481e-06,0.299172381394122,0.132729034683152,0.238389586639177,0.220949638582683,41.7879541892332,"2022_36","36","2022",16.3737644788405,2.41912230149192,0.0632089232849053,0.0682089232849054,18,0.379626722515021,0.349584436729808,0.570192594634849
"35","36","2023",19.5349142857143,1.52084909044971,9.50253968253968,9.19617803234171,6.74488743416544e-05,-6.3387496024376,972.427291428571,7.47634753542857,2.08518599942857,5.22180208171429,4.92777853885714,175,0.236102923043666,0.438229144746842,0.344727767514357,0.0750065065634428,3.47575278524823e-06,0.2711311205869,0.0903194248806982,0.218240887173292,0.191031908750508,43.4041798404335,"2023_36","36","2023",19.2163937327492,2.30168795616946,0.603727066082567,0.546727066082567,60,0.15460538028772,0.138628235107309,0.297146637413684
"36","37","2022",15.2721142857143,0.653956103256663,10.0069841269841,8.65985267853314,5.71640445921519e-05,-6.83738680651166,875.702822857143,5.33729834514286,2.28016305714286,4.13606909942857,3.91784350057143,175,0.160808764406138,0.320453938140167,0.440803849804116,0.0310362730830334,3.63885284126614e-06,0.292062995614998,0.139162905772399,0.233808750728029,0.220101391307133,44.8729311529207,"2022_37","37","2022",15.4742348405537,2.96880605129253,0.593927148246049,0.473619455938356,65,0.25825826132621,0.233547631226123,0.368235070618905
"37","37","2023",17.1839428571429,1.09248543781818,7.81561904761905,9.02461807747771,6.15836944750802e-05,-6.29998545799714,846.712358381503,5.66667588742857,1.48805781314286,4.27533735314286,3.81002368457143,175,0.267015050308499,0.528026783838401,0.450155461363484,0.0201371963476739,3.98482921819044e-06,0.299656367451071,0.0911498636300142,0.228256397141059,0.20538335848401,45.2982147688549,"2023_37","37","2023",19.064539358588,2.92284385372393,0.197590206045661,0.262335968757525,59,0.231560984383234,0.218631005884587,0.380521858283313
"38","38","2022",16.7972571428571,0.83044011293316,10.8989206349206,7.85290495206137,5.81471581877342e-05,-5.79028995081657,832.828228571429,5.75558454857143,2.44642510057143,4.57456421714286,4.25885795542857,175,0.159642198806238,0.360638954112776,0.454123014744949,0.196198472820193,3.35731531882022e-06,0.28622156854012,0.133741391600589,0.241416949914914,0.218611426940443,44.0758918757923,"2022_38","38","2022",17.3621248426857,2.63780851000124,0.219771901509197,0.277713077979785,68,0.212082945301175,0.196096155803584,0.319881267849654
"39","38","2023",16.2808571428571,1.269163595436,6.61022222222222,8.47172795985371,4.76290582284881e-05,-5.99383970465949,950.687434285714,5.16938877257143,1.38120560571429,3.90425666,3.48495034609524,175,0.192556047876998,0.288572191496408,0.349356755014628,0.0281800738872844,2.14650592615134e-06,0.23044658565158,0.0653741901908439,0.175333829502363,0.155732333239351,45.6449657346957,"2023_38","38","2023",17.5688519852343,2.23294275486647,0.845296429678771,0.668629763012105,45,0.150953864982605,0.140097928542422,0.332867452649805
"40","39","2022",14.8938857142857,0.813482639413966,11.4400634920635,6.1405886574464,4.53708043078287e-05,-4.07724796502337,674.640582857143,5.81592703085714,2.43633664342857,4.60499369485714,4.28575245638095,175,0.16604036917036,0.211869686960004,0.356916825594433,0.0701912024322558,2.60871754445784e-06,0.264806088487725,0.120518967881742,0.207206987432771,0.195240545342212,39.6354730594583,"2022_39","39","2022",15.9130214848492,2.50613804309197,-0.084251242423479,0.385021484849248,55,0.236827977877421,0.205606948079126,0.337927584793301
"41","39","2023",17.8654857142857,1.550869363344,5.8071746031746,6.85438811040286,3.98155505709305e-05,-4.28802906637566,983.303497142857,2.53898543714286,0.584377030285714,1.89986575428571,1.6744094072381,175,0.224272056061806,0.295893483829963,0.284875212553765,0.0111486383755977,2.68422917188458e-06,0.139394019807932,0.028049977868024,0.110019111315908,0.0907699972530243,45.4080205117842,"2023_39","39","2023",18.9968381738659,2.97352354847535,0.53201058765899,0.566320932486576,58,0.136607257621979,0.11603755707429,0.390442770174683
"42","40","2022",11.8872228571429,0.51679432236756,9.32584126984127,6.16759711767366,4.36186414263871e-05,-4.15216329094766,576.712877906977,3.69881198342857,1.30706854565714,3.23118931428571,2.74568994779048,175,0.162620227123121,0.1553036711631,0.382414337291417,0.0258054725972052,3.94034852981775e-06,0.21649742255059,0.0895400000619625,0.175179291653462,0.157745851063755,38.2050473866314,"2022_40","40","2022",13.3387119987212,3.1423462313426,0.343545332054564,0.712878665387898,60,0.261257078012932,0.251667915739901,0.405675154066918
"43","40","2023",14.0428628571429,1.14926002240753,5.41955555555556,6.64564849731771,3.43557529790237e-05,-4.84616738385662,937.421436781609,1.30397761885714,0.283516203428571,0.639135430285714,0.742209750857143,175,0.27065340002685,0.333710964759162,0.304169781642817,0.00450871248952101,2.28759678452037e-06,0.0928974556906101,0.0323172132385284,0.0459896377192645,0.0527692289552008,44.7346516998764,"2023_40","40","2023",16.9083709774437,3.12883357212279,0.694711886534563,0.969870977443654,44,0.276307341711087,0.214727644785507,0.471689408645394
"44","41","2022",10.9963371428571,0.542259152627026,12.5189841269841,7.34656476191251,4.96320181572347e-05,-5.12784827443114,563.291244047619,3.29175697942857,1.27476764571429,3.443241512,2.66992204571429,175,0.218097629357396,0.271652556430724,0.429468983913735,0.104235626014703,4.2767941965186e-06,0.245541261819215,0.106341363369938,0.215417903361613,0.186733677186913,35.6677490614992,"2022_41","41","2022",13.7019363562008,2.66122720235907,0.577627265291748,1.18159090165538,55,0.198124264080362,0.154115023454107,0.358839802762785
"45","41","2023",13.6312685714286,0.992131693342286,5.24088888888889,6.86362613835771,3.45804087978553e-05,-4.77302705126263,885.128562130178,0.805908562857143,0.364520829714286,0.278117222285714,0.482848871619048,175,0.229752979106075,0.274766191172424,0.333737115578804,0.00466697073752417,2.75260037874447e-06,0.0578466461453189,0.0331950711968457,0.0218220578704206,0.0341360977128824,43.3391889166724,"2023_41","41","2023",15.1855394988909,3.00273359294237,0.662644762048832,0.773592130469884,57,0.203360794770761,0.171904245589233,0.397721780349835
"46","42","2022",9.30699428571429,0.394084596043138,14.4964444444444,6.47043362360583,4.16879934706467e-05,-4.44249244069451,647.563396449704,2.40448622285714,0.887702169085714,3.38226032571429,2.22481623921905,175,0.226688997619753,0.254327217797396,0.371422956412398,0.0825469821200672,3.41382356343678e-06,0.212459887829161,0.0900020527755503,0.18748895232355,0.157666961153831,35.8968781507891,"2022_42","42","2022",11.4464821643792,3.2721206350425,1.08103216437923,1.12050716437923,40,0.182675630786247,0.166547383034071,0.517367699278543
"47","42","2023",18.2763428571429,1.59901492948114,5.09815873015873,3.63024272395314,3.07064818693383e-05,-1.96934006958775,843.697625,0.239728192,0.0181433834285714,0.059203468,0.105691681142857,175,0.177475367464805,0.306556874395061,0.242487970585986,0.00426579191039782,2.47641446484663e-06,0.0232589771815681,0.00202906357974049,0.00629584436730255,0.00943198976674786,40.3863883980803,"2023_42","42","2023",18.9837596878301,2.46253134737164,-0.0526600652563123,0.485241169311589,81,0.155014938374281,0.115672834920567,0.273614594152405
"48","43","2022",6.41222285714286,0.525405369676158,15.2145396825397,5.19723204577949,3.79792154271204e-05,-3.60360885542926,626.919958579882,2.21435063657143,1.02363568451429,3.09412548628571,2.11070393579048,175,0.266812147855571,0.2843192439365,0.346213969485119,0.0756960534374281,3.13719578890865e-06,0.193021014066543,0.0914864100866111,0.218842449377581,0.164475284098923,36.9122388650987,"2022_43","43","2022",8.3208206492677,3.59113321445961,0.481230905677953,0.563000136447184,39,0.223458181967455,0.196974523879637,0.575041531699546
"49","43","2023",10.09276,0.606159836116702,5.19034920634921,5.40103700073029,3.14264286467758e-05,-4.036418452036,681.605520710059,0.406592937142857,0.121209913142857,0.146414026857143,0.224738959047619,175,0.278980692749095,0.353054809092034,0.303248371907856,0.0146503335690445,3.75268991479618e-06,0.0416292017943424,0.0158841061455679,0.0170313473057987,0.0221252984587212,40.8775364852515,"2023_43","43","2023",11.8702242857397,4.06854460301537,0.604113174628632,0.859427989443447,54,0.173562610722453,0.158097813346444,0.553658792952334
"50","44","2022",9.52786666666667,0.907333287977333,13.8048888888889,7.35487251968,5.55057614866532e-05,-5.69333096796092,718.81825,4.31671302933333,1.76744690506667,5.10413306666667,3.72943100035556,75,0.221258540494467,0.198578705445897,0.521543858364848,0.0368587742051003,6.03346910871433e-06,0.313315093125576,0.135647493715072,0.325001080457801,0.252592059456723,54.7842073481147,"2022_44","44","2022",11.0930190117459,2.6903161477684,0.88624758317446,1.42656186888875,35,0.222410939790826,0.182998574961843,0.454746427770258
"51","44","2023",7.08333333333333,0.665780670132,5.09185185185185,5.16671797271333,1.95217681780334e-05,-3.83074525648,824.229819444444,0.525581649333333,0.113399930666667,0.118168269333333,0.252383283111111,75,0.239064846518347,0.19948063805988,0.503535350595024,0.00491653541313561,2.25786098648103e-06,0.0636960780864176,0.0129055043705747,0.0170120602285701,0.0260050728341571,61.8151620882722,"2023_44","44","2023",7.83201385481924,2.45907211301589,0.271913854819243,0.44868052148591,30,0.241742186745246,0.203766631609992,0.448963088943565
